1  9	-99999.
3  7 	18666.303
0  3	18676.004
0  1	18668.008
3  1	18719.304
2  7	18728.203
1  7	18729.102
1 11	18740.104
2  9	18780.206
2 11	18796.202
0  5	18820.004
2  8	18855.202
2 10	18856.202
3  3	18865.303
1  8	18876.105
2 12	18883.201
3  5	18895.302
3  2	18898.302
0  7	18943.004
0 15	-99999.
0 19	-99999.
2 13	19134.202
0 21	19151.004
0 23	19162.001
0 20	19214.001
2 15	19249.202
